isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup305819	sp|Q9Z0Y8|CAC1I_RAT
isogroup305826	sp|B0RIH2|MQO_CLAMS
isogroup305836	sp|Q5XIJ5|AB17A_RAT
isogroup305842	sp|P53753|ENG1_YEAST
isogroup305847	sp|Q2EMV9|PAR14_MOUSE
isogroup305856	sp|Q9C0G6|DYH6_HUMAN
isogroup305870	sp|P14686|GRST_ANEMI
isogroup305882	sp|Q12756|KIF1A_HUMAN
isogroup305900	sp|O23365|C97B3_ARATH
isogroup305903	sp|P54567|YQKD_BACSU
isogroup305916	sp|Q9FHW7|SKP1B_ARATH
isogroup305924	sp|C0SP84|YTLA_BACSU
isogroup305953	sp|B0KTG8|TRI1_PSEPG
isogroup305964	sp|H8ZPX2|SAPD_PSESP
isogroup305991	sp|Q9BZV1|UBXN6_HUMAN
isogroup305996	sp|P42210|ASPR_HORVU
isogroup306002	sp|Q38931|FKB62_ARATH
isogroup306005	sp|Q12797|ASPH_HUMAN
isogroup306039	sp|Q5H879|COMT_HORSE
isogroup306042	sp|Q9R1T3|CATZ_RAT
isogroup306045	sp|Q11207|PARP2_ARATH
isogroup306048	sp|Q8SQ41|PEPB_CANLF
isogroup306053	sp|Q57251|Y1218_HAEIN
isogroup306066	sp|Q63811|CANB2_MOUSE
isogroup306075	sp|P0DP15|SNF1_FUSVI
isogroup306077	sp|P31428|DPEP1_MOUSE
isogroup306106	sp|P35749|MYH11_HUMAN
isogroup306119	sp|Q8R173|ZDHC3_MOUSE
isogroup306128	sp|Q66HD5|CLIP4_RAT
isogroup306133	sp|Q9PT84|KCNH6_CHICK
isogroup306136	sp|Q52C47|SPB1_MAGO7
isogroup306140	sp|B2V795|RL13_SULSY
isogroup306143	sp|Q0WPK3|AT18D_ARATH
isogroup306158	sp|C6DZK9|DDL_GEOSM
isogroup306161	sp|Q9P775|YBEG_SCHPO
isogroup306169	sp|Q5R9G4|XPO7_PONAB
isogroup306172	sp|P0AFR2|DAUA_ECOLI
isogroup306191	sp|Q7T6Y2|YR831_MIMIV
isogroup306199	sp|P21449|MDR2_CRIGR
isogroup306202	sp|Q6GQN8|MECR_DANRE
isogroup306214	sp|Q9JLG8|CAN15_MOUSE
isogroup306230	sp|Q9JKB0|HCN1_RAT
isogroup306233	sp|Q54VJ0|ABCC2_DICDI
isogroup306247	sp|Q9VQZ6|ELP3_DROME
isogroup306255	sp|Q924S5|LONM_RAT
isogroup306258	sp|Q10058|YAM3_SCHPO
isogroup306278	sp|Q39613|CYPH_CATRO
isogroup306310	sp|Q653P0|KOR1_ORYSJ
isogroup306313	sp|Q8T9W4|ABCB3_DICDI
isogroup306324	sp|Q42690|ALFC_CHLRE
isogroup306342	sp|Q9C5X3|KEULE_ARATH
isogroup306343	sp|Q09764|YA7B_SCHPO
isogroup306348	sp|Q5UQK0|YR408_MIMIV
isogroup306367	sp|Q9LIK5|CML11_ARATH
isogroup30637	sp|Q4L9R6|DRP35_STAHJ
isogroup306370	sp|Q95KG9|MON1A_MACFA
isogroup306373	sp|Q58458|Y1058_METJA
isogroup306374	sp|Q7XJE6|MCA1_ARATH
isogroup306421	sp|O82390|ANTR1_ARATH
isogroup306425	sp|P36982|PP2C_LEICH
isogroup30643	sp|Q9ZAA7|GCDC_ACIFV
isogroup306431	sp|P74007|SPOT_SYNY3
isogroup306445	sp|Q9C942|CSE_ARATH
isogroup306449	sp|Q23FE2|TTL3C_TETTS
isogroup306450	sp|Q9LPC5|BIG3_ARATH
isogroup306455	sp|Q9SIQ7|CDPKO_ARATH
isogroup306459	sp|A2VDZ4|PLK4_BOVIN
isogroup306469	sp|P46975|STT3_CAEEL
isogroup306477	sp|Q7UJ69|ILVD_RHOBA
isogroup306485	sp|P41001|TOP2_PLAFK
isogroup306489	sp|Q6AUV1|XDH_ORYSJ
isogroup306494	sp|Q28DB0|TT39B_XENTR
isogroup306525	sp|Q9LJX4|PUM5_ARATH
isogroup306531	sp|Q1ZXJ0|CLCD_DICDI
isogroup306534	sp|Q8GWT4|ANM15_ARATH
isogroup306535	sp|Q75VR0|TPC1B_TOBAC
isogroup306543	sp|Q9UHC9|NPCL1_HUMAN
isogroup306555	sp|Q2KIB9|RPP29_BOVIN
isogroup306574	sp|Q05946|UTP13_YEAST
isogroup306590	sp|Q8L3Z8|FZR2_ARATH
isogroup306629	sp|O43033|YGU4_SCHPO
isogroup306649	sp|Q9JKB0|HCN1_RAT
isogroup306654	sp|Q5VQL1|RH14_ORYSJ
isogroup306657	sp|Q55AX0|DLPC_DICDI
isogroup306666	sp|P0DKG8|RSH1L_ARATH
isogroup306668	sp|P78717|UBC2_NECHA
isogroup306671	sp|Q15835|RK_HUMAN
isogroup306683	sp|B6I2N1|HPCH_ECOSE
isogroup306704	sp|Q148L7|PDRG1_BOVIN
isogroup306708	sp|O75355|ENTP3_HUMAN
isogroup306712	sp|Q84WL9|AP2S_ARATH
isogroup306728	sp|Q9Y7J4|ARPC3_SCHPO
isogroup306730	sp|Q8S1Y9|CML1_ORYSJ
isogroup306736	sp|Q8R5K5|UTP11_RAT
isogroup306750	sp|Q84KJ5|CRYD_ARATH
isogroup306762	sp|Q9NJU9|CDPK3_PLAF7
isogroup306763	sp|P15398|RPA1_SCHPO
isogroup306766	sp|P09570|NIFA_AZOVI
isogroup306773	sp|Q8GZ84|PUB36_ARATH
isogroup306777	sp|O35245|PKD2_MOUSE
isogroup306780	sp|Q9WU79|PROD_MOUSE
isogroup306781	sp|Q9LK65|Y3307_ARATH
isogroup306786	sp|P74334|ACOX_SYNY3
isogroup306790	sp|A0JPP8|CCD61_RAT
isogroup306799	sp|O95239|KIF4A_HUMAN
isogroup306808	sp|Q6ZFZ4|DEK1_ORYSJ
isogroup306810	sp|Q5R8F7|PABP1_PONAB
isogroup306814	sp|Q8LBZ4|OTU_ARATH
isogroup306815	sp|Q9LZU5|KN5D_ARATH
isogroup306826	sp|F4IF36|FGT1_ARATH
isogroup306863	sp|Q9LRN8|RK3B_ARATH
isogroup306866	sp|Q9SHZ1|DEGP3_ARATH
isogroup306892	sp|O54853|KCNH6_RAT
isogroup306903	sp|Q0VA42|MINY4_XENTR
isogroup306934	sp|P08414|KCC4_MOUSE
isogroup306956	sp|Q15751|HERC1_HUMAN
isogroup306967	sp|Q6FQL6|KAPR_CANGA
isogroup306972	sp|Q5R9W2|MARH7_PONAB
isogroup306978	sp|P34205|PHR_CARAU
isogroup306981	sp|O05235|YUGF_BACSU
isogroup306994	sp|Q8IWT6|LRC8A_HUMAN
isogroup307000	sp|Q9Y236|OSGI2_HUMAN
isogroup307001	sp|O96876|TCP17_TRYCR
isogroup307007	sp|Q9P2N4|ATS9_HUMAN
isogroup307023	sp|Q8H569|AKT3_ORYSJ
isogroup307046	sp|Q4UK32|Y1252_RICFE
isogroup307056	sp|Q8XRZ0|HGD_RALSO
isogroup307065	sp|Q9SAB0|DTX36_ARATH
isogroup307071	sp|P31171|PREA_CYAPA
isogroup307076	sp|Q6EQX3|OML5_ORYSJ
isogroup307079	sp|P19109|DDX17_DROME
isogroup307084	sp|Q8LES0|ROCK1_ARATH
isogroup307085	sp|Q9VR91|HERC2_DROME
isogroup307122	sp|C3Y431|DDRGK_BRAFL
isogroup307135	sp|Q8S341|PPA7_ARATH
isogroup307149	sp|Q9I434|PHNW_PSEAE
isogroup307157	sp|P25685|DNJB1_HUMAN
isogroup307165	sp|Q8W490|PEPK2_ARATH
isogroup307184	sp|P11144|HSP70_PLAFA
isogroup307185	sp|Q29NU5|GLT25_DROPS
isogroup307196	sp|P81127|SNAG_BOVIN
isogroup307202	sp|Q52353|TERZ_SERMA
isogroup307217	sp|Q8I136|GALT4_CAEEL
isogroup307240	sp|A0A0H2URK1|PSRP_STRPN
isogroup307246	sp|P80175|ADHN_AMYME
isogroup307252	sp|Q9LY82|GLAK2_ARATH
isogroup307270	sp|Q9ZW02|PUM3_ARATH
isogroup307283	sp|Q14679|TTLL4_HUMAN
isogroup307293	sp|Q5RFK0|ETFB_PONAB
isogroup307298	sp|Q7TSU1|BIG2_RAT
isogroup307307	sp|Q9LPV5|NRT25_ARATH
isogroup307319	sp|F4JZN6|TC10B_ARATH
isogroup307328	sp|Q8XMP3|SYQ_CLOPE
isogroup307358	sp|Q9LJN4|BXL5_ARATH
isogroup307360	sp|Q9LX45|PRNL4_ARATH
isogroup307361	sp|P74615|Y1483_SYNY3
isogroup307366	sp|Q9M302|PP270_ARATH
isogroup307387	sp|Q8W586|QQT2_ARATH
isogroup307409	sp|Q9JME5|AP3B2_MOUSE
isogroup307415	sp|Q9UQD0|SCN8A_HUMAN
isogroup307419	sp|D3YXG0|HMCN1_MOUSE
isogroup307426	sp|P96202|PPSC_MYCTU
isogroup307429	sp|Q9EQ60|CAC1H_RAT
isogroup307430	sp|P30235|PSUK_ECOLI
isogroup307444	sp|E9AD19|RBSK_LEIMA
isogroup307448	sp|B5DF91|ELAV1_RAT
isogroup307465	sp|O51081|TRMH_BORBU
isogroup307487	sp|P92939|ECA1_ARATH
isogroup307495	sp|Q8WXW3|PIBF1_HUMAN
isogroup307498	sp|Q84M24|AB1A_ARATH
isogroup307512	sp|Q0JKD0|GLT1_ORYSJ
isogroup307516	sp|F4I0P8|VP35B_ARATH
isogroup307524	sp|Q91WF7|FIG4_MOUSE
isogroup307527	sp|Q9STT5|AB7A_ARATH
isogroup307537	sp|B2RX14|TUT4_MOUSE
isogroup307552	sp|Q9LT02|PDR2_ARATH
isogroup307560	sp|P49332|GSTXC_TOBAC
isogroup307603	sp|Q9NUV9|GIMA4_HUMAN
isogroup307611	sp|Q55DR6|FCSA_DICDI
isogroup307612	sp|Q9BX70|BTBD2_HUMAN
isogroup307645	sp|P30427|PLEC_RAT
isogroup307651	sp|O00429|DNM1L_HUMAN
isogroup307676	sp|Q8LSN3|FYPP_PEA
isogroup307680	sp|Q5QM84|TPC1_ORYSJ
isogroup307682	sp|Q96PY6|NEK1_HUMAN
isogroup307693	sp|Q148W0|AT8B1_MOUSE
isogroup307696	sp|Q7TQD2|TPPP_MOUSE
isogroup307700	sp|Q52353|TERZ_SERMA
isogroup307712	sp|F4KIA8|RRC1L_ARATH
isogroup307745	sp|Q94A38|LRP6A_ARATH
isogroup307753	sp|Q8YSU5|Y2987_NOSS1
isogroup307757	sp|B2KI97|THOC2_RHIFE
isogroup307758	sp|Q54XS1|PH4H_DICDI
isogroup307764	sp|P39524|ATC3_YEAST
isogroup307769	sp|Q54KR9|NCBP2_DICDI
isogroup307771	sp|Q62940|NEDD4_RAT
isogroup307782	sp|O05496|YDHE_BACSU
isogroup307791	sp|P54583|GUN1_ACIC1
isogroup307804	sp|Q9CQ94|DNJ5B_MOUSE
isogroup307808	sp|Q9ZVN2|Y1457_ARATH
isogroup307813	sp|Q96RU3|FNBP1_HUMAN
isogroup307817	sp|Q54I89|RENT1_DICDI
isogroup307857	sp|Q68FF0|K1841_MOUSE
isogroup307858	sp|Q9JLC8|SACS_MOUSE
isogroup307875	sp|Q9GPM4|PGK_DICDI
isogroup307887	sp|Q9H0J9|PAR12_HUMAN
isogroup307895	sp|Q59022|Y1628_METJA
isogroup307906	sp|Q03042|KGP1_DROME
isogroup307917	sp|Q9P286|PAK5_HUMAN
isogroup307937	sp|Q9NYC9|DYH9_HUMAN
isogroup307943	sp|Q8BSY0|ASPH_MOUSE
isogroup307951	sp|P55037|GLTB_SYNY3
isogroup307954	sp|Q86I06|NEK3_DICDI
isogroup307956	sp|O70511|ANK3_RAT
isogroup307960	sp|Q6WV17|GALT5_DROME
isogroup307963	sp|Q15024|EXOS7_HUMAN
isogroup307973	sp|Q54UC9|KIF3_DICDI
isogroup307977	sp|Q21734|KS6A1_CAEEL
isogroup307980	sp|Q460N5|PAR14_HUMAN
isogroup308001	sp|Q6NRH1|DCAF8_XENLA
isogroup308011	sp|Q06010|STE23_YEAST
isogroup308016	sp|Q8VHD8|HORN_MOUSE
isogroup308022	sp|P92937|CIPKF_ARATH
isogroup308023	sp|Q6VEU1|NOB1_RAT
isogroup308024	sp|Q63DZ4|NORM_BACCZ
isogroup308027	sp|F4IIS5|KN5A_ARATH
isogroup308030	sp|Q02280|KCNAE_DROME
isogroup308035	sp|Q63164|DYH1_RAT
isogroup308037	sp|P58195|PLS1_RAT
isogroup308053	sp|Q75VR0|TPC1B_TOBAC
isogroup308063	sp|Q9LH39|PHSD_ARATH
isogroup308075	sp|Q05549|HRQ1_YEAST
isogroup308094	sp|Q92953|KCNB2_HUMAN
isogroup308106	sp|P17439|GLCM_MOUSE
isogroup308111	sp|P23678|UN104_CAEEL
isogroup308117	sp|Q8RXN0|AB11G_ARATH
isogroup308118	sp|A8WE67|KBP_DANRE
isogroup308120	sp|P23678|UN104_CAEEL
isogroup308134	sp|Q08378|GOGA3_HUMAN
isogroup308181	sp|P72935|Y1017_SYNY3
isogroup308197	sp|A1ZAJ2|KIF1A_DROME
isogroup308208	sp|Q8WNY2|KCNH2_RABIT
isogroup308230	sp|P43644|DNJH_ATRNU
isogroup308232	sp|B2RQC6|PYR1_MOUSE
isogroup308241	sp|P22817|IDE_DROME
isogroup308251	sp|P49762|DOA_DROME
isogroup308284	sp|Q6NLC1|AB2D_ARATH
isogroup308286	sp|Q6P798|RCBT2_RAT
isogroup308287	sp|Q00748|MDR65_DROME
isogroup308293	sp|P37686|ADH2_ECOLI
isogroup308316	sp|Q43207|FKB70_WHEAT
isogroup308327	sp|Q67WM9|OS9_ORYSJ
isogroup308328	sp|P0DC29|ADPRH_STRPQ
isogroup308356	sp|Q10361|ETP1_SCHPO
isogroup308377	sp|Q0D715|CDPKI_ORYSJ
isogroup308378	sp|Q0VC00|ABHD3_BOVIN
isogroup308395	sp|A5PMW0|CTL5A_DANRE
isogroup308402	sp|P0C1J7|FKBP5_RHIO9
isogroup308404	sp|Q96NR8|RDH12_HUMAN
isogroup308410	sp|Q9M2D2|YU88_ARATH
isogroup308414	sp|Q9SCX5|AKT5_ARATH
isogroup308415	sp|Q0VZ70|CHSAD_CHOCO
isogroup308416	sp|P54676|PI3K4_DICDI
isogroup308434	sp|Q5J316|GTR12_BOVIN
isogroup308436	sp|B4FUP5|CM2_MAIZE
isogroup308438	sp|Q8RA26|ISPT_CALS4
isogroup308443	sp|P0AFS6|TQSA_SHIFL
isogroup308444	sp|Q5RHH4|IF172_DANRE
isogroup308455	sp|P35839|FDHC_METFO
isogroup308476	sp|Q67PQ7|RLMN_SYMTH
isogroup308501	sp|P54282|CAC1A_RAT
isogroup308506	sp|P91645|CAC1A_DROME
isogroup308509	sp|Q86SG2|ANR23_HUMAN
isogroup308514	sp|Q8DHU4|SECA_THEEB
isogroup308532	sp|Q6ZMV9|KIF6_HUMAN
isogroup308564	sp|Q9S2C0|PKSC_STRCO
isogroup308592	sp|Q18161|YBPT_CAEEL
isogroup308600	sp|Q5TEA6|SE1L2_HUMAN
isogroup308619	sp|A1UEC6|Y1985_MYCSK
isogroup308625	sp|Q6C0P9|TRM61_YARLI
isogroup308626	sp|O13154|PACN2_CHICK
isogroup308639	sp|P36181|HSP80_SOLLC
isogroup308656	sp|Q32PX9|AFG1L_RAT
isogroup308657	sp|Q93V88|P2C62_ARATH
isogroup308704	sp|Q6P4Y0|CDKAL_XENTR
isogroup308719	sp|O82175|SUVH5_ARATH
isogroup308727	sp|Q9LDC0|FKB42_ARATH
isogroup308741	sp|Q87L95|METH_VIBPA
isogroup308757	sp|Q9SCU1|PATL6_ARATH
isogroup308760	sp|Q9JI90|RNF14_MOUSE
isogroup308765	sp|C3VPR6|NLRC5_MOUSE
isogroup30879	sp|Q7XPJ0|KN14I_ORYSJ
isogroup308801	sp|Q6BU54|DED1_DEBHA
isogroup308814	sp|Q9P3T4|DENR_NEUCR
isogroup308817	sp|Q923J6|DYH12_RAT
isogroup308830	sp|Q5Z6F5|P2C59_ORYSJ
isogroup308840	sp|P32023|KGP25_DROME
isogroup308841	sp|G5EBV0|EGL9_CAEEL
isogroup308843	sp|Q93075|TATD2_HUMAN
isogroup308849	sp|Q8K268|ABCF3_MOUSE
isogroup308850	sp|Q8BL03|MCATL_MOUSE
isogroup308879	sp|Q2GZN9|NST1_CHAGB
isogroup308897	sp|O30124|NPD2_ARCFU
isogroup308898	sp|Q9CA93|BAC2_ARATH
isogroup30890	sp|O59952|LIP_THELA
isogroup30891	sp|Q7W977|ECTD_BORPA
isogroup308915	sp|A8JFU2|CFA65_CHLRE
isogroup308919	sp|O15865|CDPK2_PLAFK
isogroup308922	sp|Q6VTH5|RSPH1_CYPCA
isogroup308926	sp|Q73E41|BACA1_BACC1
isogroup308942	sp|Q96Q83|ALKB3_HUMAN
isogroup308950	sp|Q9ZQ47|GRDP1_ARATH
isogroup308951	sp|L0MZK0|FC6_PHOAM
isogroup308975	sp|P52922|LKHA4_DICDI
isogroup308982	sp|Q66HD8|F221B_RAT
isogroup308990	sp|A8J6J0|SULT2_CHLRE
isogroup309010	sp|F4JZY1|CIP1_ARATH
isogroup309015	sp|Q9ZVN2|Y1457_ARATH
isogroup309016	sp|Q55DA0|ABCGM_DICDI
isogroup309018	sp|A0R4Q0|GABD2_MYCS2
isogroup309021	sp|Q9SVV9|AML3_ARATH
isogroup309025	sp|O81864|FK171_ARATH
isogroup309027	sp|Q9F234|AGL2_BACTQ
isogroup309032	sp|Q6DEL1|S38A7_DANRE
isogroup309039	sp|P18293|ANPRA_MOUSE
isogroup309055	sp|Q5EY89|RL5_EIMTE
isogroup309061	sp|W0LYS5|CAMKI_MACNP
isogroup309064	sp|Q10657|TPIS_CAEEL
isogroup309077	sp|P0C6F1|DYH2_MOUSE
isogroup309086	sp|P59743|NGB2_ONCMY
isogroup309091	sp|Q42396|CDPKC_ARATH
isogroup309098	sp|Q8RWT8|SYSM_ARATH
isogroup309118	sp|O30409|TYCC_BREPA
isogroup309126	sp|Q91V92|ACLY_MOUSE
isogroup309130	sp|Q9H1H9|KI13A_HUMAN
isogroup309139	sp|O77676|KGP1_RABIT
isogroup309145	sp|P77965|RPOB_SYNY3
isogroup309193	sp|Q9Y6N1|COX11_HUMAN
isogroup309196	sp|Q9UPR5|NAC2_HUMAN
isogroup309199	sp|O64642|URT1_ARATH
isogroup309201	sp|Q39593|SAC1_CHLRE
isogroup309202	sp|Q9P4Z1|TOM1_NEUCR
isogroup30921	sp|Q75AM2|KAPR_ASHGO
isogroup309216	sp|Q08168|HRP_PLABE
isogroup309224	sp|Q03441|RMD1_YEAST
isogroup309227	sp|P10687|PLCB1_RAT
isogroup309234	sp|Q94BU1|Y1181_ARATH
isogroup309236	sp|Q8GY23|UPL1_ARATH
isogroup309237	sp|P95867|TREZ_SACS2
isogroup309245	sp|P03186|LTP_EBVB9
isogroup309250	sp|Q9SJ61|CDPKP_ARATH
isogroup309261	sp|G2NFJ9|LAM55_STREK
isogroup309267	sp|Q08980|YP264_YEAST
isogroup309274	sp|Q9C291|MRE11_NEUCR
isogroup309276	sp|Q9SH93|IPCS2_ARATH
isogroup309316	sp|Q6P9U1|NUD22_RAT
isogroup309325	sp|Q14CZ7|FAKD3_HUMAN
isogroup309342	sp|Q9FIQ0|AGD9_ARATH
isogroup309346	sp|Q9UIC8|LCMT1_HUMAN
isogroup309351	sp|Q9AUR8|COPA1_ORYSJ
isogroup309364	sp|P52011|CYP3_CAEEL
isogroup309374	sp|Q2XVR3|SC4AA_DANRE
isogroup309382	sp|Q8GWG6|MBRL_ARATH
isogroup309396	sp|Q7Z2Z2|EFL1_HUMAN
isogroup309409	sp|Q9HGM9|DNJC7_SCHPO
isogroup309437	sp|Q9MBF8|DYH1B_CHLRE
isogroup309457	sp|F4HRJ4|M3K3A_ARATH
isogroup309466	sp|P45377|ALD2_MOUSE
isogroup309481	sp|Q16KN5|RETM_AEDAE
isogroup309501	sp|Q5ZLT0|XPO7_CHICK
isogroup309509	sp|B3DVG9|OBG_METI4
isogroup30954	sp|Q0IIF0|ILKAP_BOVIN
isogroup309545	sp|Q69TN4|KCO3_ORYSJ
isogroup309547	sp|P9WQE9|PHAS_MYCTU
isogroup309564	sp|P48038|ACRO_RABIT
isogroup309572	sp|Q3UJK4|GTPB2_MOUSE
isogroup309577	sp|P16100|IDH_AZOVI
isogroup309583	sp|Q9SKZ5|FBT1_ARATH
isogroup309586	sp|F4JJJ3|NDB3_ARATH
isogroup309600	sp|P9WQE9|PHAS_MYCTU
isogroup309618	sp|P12311|ADH1_GEOSE
isogroup309620	sp|P11144|HSP70_PLAFA
isogroup309621	sp|Q9FGT8|TIL_ARATH
isogroup309631	sp|O77562|DEAF1_PANTR
isogroup309637	sp|Q9ZGI2|PIKA4_STRVZ
isogroup309656	sp|Q54PV7|EIF2A_DICDI
isogroup309660	sp|O62763|ACES_FELCA
isogroup309664	sp|Q6LMZ6|ARGA_PHOPR
isogroup309675	sp|O82261|DEGP2_ARATH
isogroup309681	sp|P46822|KLC_CAEEL
isogroup309696	sp|B1WVA3|SYI_CYAA5
isogroup309698	sp|P40989|FKS2_YEAST
isogroup309710	sp|Q2TCH3|ACLY_SHEEP
isogroup309714	sp|P17439|GLCM_MOUSE
isogroup30972	sp|Q94IN5|PNO_EUGGR
isogroup309720	sp|C8VK14|HXNY_EMENI
isogroup309736	sp|Q400G9|AMZ1_HUMAN
isogroup309743	sp|Q45480|YLYB_BACSU
isogroup309745	sp|P16120|THRC_YEAST
isogroup309750	sp|Q8W4M7|ERCC2_ARATH
isogroup309764	sp|Q9FK51|AGLUP_ARATH
isogroup309775	sp|B8D860|TSGA_BUCAT
isogroup309780	sp|Q5XAQ1|BPPI_STRP6
isogroup309783	sp|Q5F418|PSMD1_CHICK
isogroup309785	sp|Q0QLE4|DML_EUBBA
isogroup309811	sp|O67533|DUS_AQUAE
isogroup309833	sp|A1L1P9|S47A1_DANRE
isogroup309845	sp|P18910|ANPRA_RAT
isogroup309878	sp|Q8NEC5|CTSR1_HUMAN
isogroup309893	sp|D2XV59|GTPB1_RAT
isogroup309902	sp|Q6P298|NUBP1_DANRE
isogroup309909	sp|Q6L8Q7|PDE12_HUMAN
isogroup309910	sp|Q09291|HECW1_CAEEL
isogroup309941	sp|Q07292|KRAF1_CAEEL
isogroup309943	sp|Q4AE70|CARM1_RAT
isogroup309974	sp|P38935|SMBP2_HUMAN
isogroup309982	sp|P51799|CLCN7_RAT
isogroup309988	sp|Q42406|CP18D_ARATH
isogroup309993	sp|F4IK92|TORL2_ARATH
isogroup309996	sp|B2RX12|MRP3_MOUSE
isogroup310001	sp|O22268|DIM1A_ARATH
isogroup310035	sp|O31489|YDCI_BACSU
isogroup310039	sp|Q7TSV4|PGM2_MOUSE
isogroup310051	sp|Q9AJU1|ELMM2_STROV
isogroup310053	sp|P38344|REI1_YEAST
isogroup31009	sp|Q9BXC9|BBS2_HUMAN
isogroup310092	sp|Q9LHH7|FOLD2_ARATH
isogroup310094	sp|Q9NVG8|TBC13_HUMAN
isogroup310099	sp|F4HT41|SAMC2_ARATH
isogroup31010	sp|Q10657|TPIS_CAEEL
isogroup310104	sp|Q9VKV8|CFA20_DROME
isogroup310121	sp|Q2PFW9|NOVA1_MACFA
isogroup310127	sp|P36428|SYA_ARATH
isogroup310128	sp|F4I7I0|ALAT1_ARATH
isogroup310134	sp|Q93VG8|PPDEX_ARATH
isogroup310150	sp|Q00546|TENR_CHICK
isogroup310159	sp|Q5DM57|IF172_CHLRE
isogroup31016	sp|Q9S752|LOFG2_ARATH
isogroup310163	sp|P97536|CAND1_RAT
isogroup310168	sp|O60658|PDE8A_HUMAN
isogroup310181	sp|P06687|AT1A3_RAT
isogroup310185	sp|A8ICS9|CFA46_CHLRE
isogroup310221	sp|O60573|IF4E2_HUMAN
isogroup310230	sp|P16157|ANK1_HUMAN
isogroup310240	sp|Q16816|PHKG1_HUMAN
isogroup310242	sp|O57483|CAC1S_LITCT
isogroup310261	sp|Q8BU30|SYIC_MOUSE
isogroup310266	sp|Q12553|XDH_EMENI
isogroup310280	sp|Q5RD76|NUD12_PONAB
isogroup310286	sp|Q9UKX3|MYH13_HUMAN
isogroup310311	sp|P0C6P7|FEM1B_RAT
isogroup310341	sp|Q4A070|PUTP1_STAS1
isogroup310362	sp|Q8CHB8|TTLL5_MOUSE
isogroup310365	sp|Q8C8R3|ANK2_MOUSE
isogroup310371	sp|P49305|YMO1_RHIML
isogroup310381	sp|P25526|GABD_ECOLI
isogroup310392	sp|Q9MA15|AB1K3_ARATH
isogroup310400	sp|P46822|KLC_CAEEL
isogroup310411	sp|Q6GLM5|DESI1_XENLA
isogroup310412	sp|Q00248|PDI_ASPOR
isogroup310423	sp|Q9KVU5|RSMB_VIBCH
isogroup310426	sp|Q9LS40|ASPG1_ARATH
isogroup310439	sp|Q9LTX4|POLLU_ARATH
isogroup310454	sp|Q86I06|NEK3_DICDI
isogroup310480	sp|Q924N4|S12A6_MOUSE
isogroup310485	sp|Q9JJ79|DYHC2_RAT
isogroup310488	sp|Q8TDX7|NEK7_HUMAN
isogroup310490	sp|Q8L4B0|GAUTF_ARATH
isogroup310496	sp|Q658H5|SPXM3_ORYSJ
isogroup310512	sp|P12369|KAP3_RAT
isogroup310532	sp|P20793|MAK_RAT
isogroup31055	sp|Q9JM83|CALM4_MOUSE
isogroup310555	sp|P28288|ABCD3_HUMAN
isogroup310560	sp|Q7T0Q5|NOL10_XENLA
isogroup310562	sp|Q9DB30|PHKG2_MOUSE
isogroup310597	sp|Q03611|CNG_CAEEL
isogroup310599	sp|Q8CFG5|CA2D3_RAT
isogroup310606	sp|Q4WD46|FMPD_ASPFU
isogroup310624	sp|Q4WIF3|PPID_ASPFU
isogroup310627	sp|Q75WS4|CRYD_XENLA
isogroup310629	sp|Q02331|YOL4_CAEEL
isogroup310644	sp|Q54DK4|AK1_DICDI
isogroup310649	sp|Q96NN9|AIFM3_HUMAN
isogroup310677	sp|P50573|GBRR3_RAT
isogroup310682	sp|A8IR43|WDR12_CHLRE
isogroup310685	sp|P77726|YAJR_ECOLI
isogroup310690	sp|Q9FUZ0|DEF1A_SOLLC
isogroup310711	sp|P41041|CALM_PNECA
isogroup310717	sp|Q54TA5|TBC5B_DICDI
isogroup310729	sp|Q7ZXX2|KIF19_XENLA
isogroup310739	sp|Q9KWU4|PYC_BACSU
isogroup310740	sp|Q5R8E3|GLCM_PONAB
isogroup310741	sp|Q9C718|RH20_ARATH
isogroup310743	sp|Q84M24|AB1A_ARATH
isogroup310748	sp|Q2IYT0|TAM_RHOP2
isogroup310798	sp|Q8TAX7|MUC7_HUMAN
isogroup310799	sp|Q12314|SFM1_YEAST
isogroup310809	sp|Q83A83|METC_COXBU
isogroup310813	sp|Q55E58|PATS1_DICDI
isogroup310820	sp|Q6L4R7|P2C53_ORYSJ
isogroup310825	sp|Q3TNA1|XYLB_MOUSE
isogroup310830	sp|Q70LM4|LGRD_BREPA
isogroup310832	sp|Q94BU1|Y1181_ARATH
isogroup310834	sp|P31060|MODF_ECOLI
isogroup310863	sp|Q5XEP2|HSOP2_ARATH
isogroup310872	sp|Q9GYZ0|KIF15_STRPU
isogroup310878	sp|Q6DC39|DESI2_DANRE
isogroup31088	sp|Q54WR9|GLNA3_DICDI
isogroup310886	sp|Q9CAU7|NEK2_ARATH
isogroup310887	sp|O82199|C3H20_ARATH
isogroup310888	sp|Q91WU4|TMCO4_MOUSE
isogroup310889	sp|Q99P66|CLCN5_CAVPO
isogroup310890	sp|P18773|EST_ACILW
isogroup310895	sp|O64380|PABP3_ARATH
isogroup310904	sp|O80871|P2C25_ARATH
isogroup310921	sp|O43050|ERG26_SCHPO
isogroup310930	sp|Q8R173|ZDHC3_MOUSE
isogroup310934	sp|Q58516|ASNH1_METJA
isogroup310938	sp|B9FKW9|CDPKE_ORYSJ
