isogroup100038	Q1ZXK2
isogroup44357	O22160
isogroup44364	Q02334
isogroup44366	P0AFS6
isogroup44375	Q9C969
isogroup443801	Q54R82
isogroup443928	Q9AYU0
isogroup44416	P0AGM0
isogroup444375	Q75LU5
isogroup44438	Q86YR5
isogroup44441	P49596
isogroup44443	Q5R833
isogroup44448	Q99956
isogroup444500	I1RNL0
isogroup444524	Q62925
isogroup44455	Q6DCX2
isogroup44456	Q32PX9
isogroup44457	Q2RZX7
isogroup44516	P12311
isogroup44524	Q9H0I3
isogroup44528	P93030
isogroup44535	Q4P0H7
isogroup445355	Q0V6P9
isogroup445469	Q4WLD5
isogroup445474	Q74ZK4
isogroup44550	Q8JZX4
isogroup44552	Q80YX1
isogroup44562	Q5U2X2
isogroup445661	Q54EW8
isogroup44572	E7E2N8
isogroup44574	Q6K9G1
isogroup44579	P59639
isogroup445801	P97346
isogroup44583	Q9LQ14
isogroup44596	Q54NA3
isogroup44597	O67942
isogroup44600	Q80U58
isogroup44603	P46942
isogroup44604	P37279
isogroup44607	Q9NZN3
isogroup44612	P25685
isogroup44627	Q1SF86
isogroup446353	Q9I7I7
isogroup44638	A8MXZ3
isogroup44639	O70496
isogroup44664	Q9CYL5
isogroup446674	Q9UNW9
isogroup44669	Q9CTG6
isogroup44674	P77989
isogroup44688	A1E295
isogroup446930	P19945
isogroup44694	Q9FUN0
isogroup447004	B0K1W0
isogroup44742	Q7XSQ5
isogroup447492	A4IJ21
isogroup44752	Q9C0E4
isogroup44758	Q8BJ56
isogroup44780	Q8BLR9
isogroup447861	P35055
isogroup447893	Q9H8H3
isogroup447935	A3KMH1
isogroup44810	Q32L00
isogroup44821	Q70Z17
isogroup44823	Q86XX4
isogroup44826	Q09911
isogroup44838	F4IL57
isogroup44839	Q59516
isogroup44849	O80832
isogroup44855	P43783
isogroup448637	Q92954
isogroup44883	P08640
isogroup44902	Q52353
isogroup44906	Q03640
isogroup449155	P16157
isogroup449205	Q99J27
isogroup44924	F1QXD3
isogroup44937	Q65XS5
isogroup449388	Q14527
isogroup449445	O89042
isogroup44959	Q96287
isogroup44967	Q53GD3
isogroup44969	B0JXE2
isogroup449813	A0JNA8
isogroup44998	Q8W566
isogroup45040	P02567
isogroup450411	Q27052
isogroup4505	Q5JKF2
isogroup45055	Q54KA7
isogroup45056	Q8BVF9
isogroup45067	Q63472
isogroup45070	F4HRT5
isogroup45074	Q7RTR2
isogroup45085	Q9HC84
isogroup45093	P55064
isogroup45097	O75366
isogroup45099	P82538
isogroup451093	P24044
isogroup451116	Q3V1N1
isogroup45131	Q9BWQ8
isogroup45136	P0CG61
isogroup451403	Q58374
isogroup45143	O15865
isogroup451473	Q06118
isogroup45153	O13773
isogroup45157	Q7G188
isogroup45170	Q9JK91
isogroup45182	Q9FNU2
isogroup451833	Q9X2M2
isogroup45191	Q6STH5
isogroup45192	Q99MB4
isogroup45193	Q54DA8
isogroup45199	Q01484
isogroup45200	P85207
isogroup45201	O76767
isogroup452067	Q5RCH1
isogroup45211	Q67UP9
isogroup452117	Q8TE73
isogroup45217	O82178
isogroup45225	Q6GQT0
isogroup45230	Q9M2P2
isogroup45238	Q5RDA3
isogroup45249	Q9C9Z1
isogroup45252	Q5UNW1
isogroup452615	Q5F408
isogroup45264	Q9FNU2
isogroup45269	Q57544
isogroup45273	Q5VQL3
isogroup452877	P42566
isogroup45290	O67109
isogroup45297	O70507
isogroup45302	Q8CG64
isogroup45306	F4JY37
isogroup453091	Q9AWK2
isogroup453135	Q1MTN3
isogroup45319	A3PN16
isogroup45327	P25868
isogroup45348	Q5JI16
isogroup453534	Q9SSX0
isogroup45360	Q8BL66
isogroup45378	Q6ER94
isogroup453784	Q52KZ7
isogroup45382	Q52F10
isogroup453937	B8G663
isogroup45394	Q8H0W1
isogroup453940	Q1D823
isogroup45395	Q10657
isogroup453959	Q13976
isogroup453985	Q5RFQ9
isogroup45402	Q0JKV1
isogroup454021	Q8R151
isogroup45405	Q8T3G2
isogroup45420	Q9LZ98
isogroup45422	B8H555
isogroup45424	O35459
isogroup45433	Q8H0W0
isogroup45441	Q9LY87
isogroup45443	B2RXR6
isogroup454518	O65583
isogroup45452	Q55FN7
isogroup45460	P23671
isogroup45463	Q9FIY7
isogroup45471	P0CP40
isogroup45473	P74476
isogroup45492	Q9GSB0
isogroup45494	P43255
isogroup45498	P03181
isogroup45500	Q9QXS1
isogroup45507	Q84PB7
isogroup45509	Q60HE1
isogroup45512	H2QL32
isogroup455139	Q0R4F1
isogroup45531	Q55GV9
isogroup45539	O74857
isogroup4554	Q7XJR9
isogroup455405	Q56YN8
isogroup45543	Q96IV6
isogroup45550	B9EJR8
isogroup45552	Q00168
isogroup45554	Q9SZ67
isogroup45558	Q8BSY0
isogroup45579	O93740
isogroup45592	Q8XW41
isogroup45613	Q9Z1J3
isogroup45615	Q9LIK5
isogroup45617	Q7XSQ5
isogroup45621	Q80TN4
isogroup45622	P22793
isogroup45635	Q1XDM7
isogroup45639	Q9M8J9
isogroup45649	A0A0H2URK1
isogroup45653	Q9M2T9
isogroup45655	A7LXU0
isogroup456552	P33948
isogroup45657	P76083
isogroup456570	D4AUF4
isogroup456618	Q17320
isogroup45668	Q39493
isogroup45679	Q6NXT1
isogroup45683	Q9M1K2
isogroup45689	Q21221
isogroup45696	P0CS28
isogroup45701	Q872S3
isogroup45712	P51840
isogroup45714	Q75LD5
isogroup45734	Q94IN5
isogroup45739	Q6ZIK0
isogroup457392	Q96GA7
isogroup45753	Q7XA06
isogroup45764	P47075
isogroup45772	Q0WVK7
isogroup45780	Q8BRC6
isogroup45781	Q5VZV1
isogroup457866	P45861
isogroup45790	G5E8K5
isogroup45798	C3VPR6
isogroup45803	P37709
isogroup45808	Q09103
isogroup45812	P70419
isogroup45820	A3KQA5
isogroup45829	Q61025
isogroup45834	Q8YRI1
isogroup45835	Q6I587
isogroup45849	Q941R4
isogroup458495	Q39565
isogroup45852	Q6F3I7
isogroup45860	Q940B0
isogroup45873	P54073
isogroup45878	Q3EC11
isogroup458783	Q9R1T3
isogroup45898	Q9SGC1
isogroup45899	Q5R614
isogroup45901	A5LGM7
isogroup45903	P43316
isogroup45919	Q53B87
isogroup45920	O76083
isogroup45924	Q69SV0
isogroup45928	Q585H6
isogroup45930	Q4QQS3
isogroup45933	P22232
isogroup45936	Q551H4
isogroup45940	Q38867
isogroup459413	P31851
isogroup45945	Q42598
isogroup45948	P40818
isogroup45950	Q2QAV0
isogroup45951	Q02196
isogroup45952	Q54Q05
isogroup45966	P18773
isogroup45967	Q75VW3
isogroup45969	P36494
isogroup45982	Q7Z494
isogroup45983	Q8MUF6
isogroup45987	Q06496
isogroup45988	Q5XIF9
isogroup45991	O76082
isogroup45992	Q6AXP6
isogroup459923	O95498
isogroup45996	Q9UQP3
isogroup46003	X1WER2
isogroup46008	Q71S22
isogroup46009	Q84XU2
isogroup46015	P35815
isogroup46025	Q9LVJ0
isogroup46030	Q3UHX9
isogroup46032	Q8IUD6
isogroup46036	Q9SVV9
isogroup46038	P02982
isogroup460420	P16273
isogroup46043	Q5VS72
isogroup46045	Q15738
isogroup46048	O14530
isogroup46050	Q93VM9
isogroup46061	Q0III3
isogroup46064	Q4P6L3
isogroup46078	Q627N3
isogroup46099	Q54BM3
isogroup46104	D3YWP0
isogroup46107	Q8N9H8
isogroup461142	Q9XT54
isogroup461157	Q9ULE4
isogroup46116	Q21966
isogroup46120	P0CB26
isogroup46123	B4PRU6
isogroup46134	P0A9H7
isogroup46142	D3KCC4
isogroup46145	Q84L08
isogroup46148	P0CQ96
isogroup46150	Q8C9A2
isogroup46154	Q9Z1J2
isogroup4616	Q45247
isogroup46181	Q9ZS34
isogroup46182	Q9QYI4
isogroup46185	P63417
isogroup46195	D4AJR9
isogroup461971	Q9XSZ4
isogroup46209	Q54QU8
isogroup46210	Q6P9B6
isogroup4623	Q8BTI8
isogroup46235	Q9KGF4
isogroup46237	Q9SB50
isogroup46239	Q0R4F1
isogroup46254	O08562
isogroup462542	Q8WTJ4
isogroup46256	P42649
isogroup46257	Q8W4R3
isogroup46264	B7F845
isogroup46292	Q8RWG1
isogroup46296	Q54F46
isogroup46300	A1U2U4
isogroup46305	Q9K907
isogroup46310	Q9S726
isogroup46319	Q6Z2M9
isogroup46329	Q6NUA7
isogroup46347	O15439
isogroup46358	A3SR25
isogroup46362	Q99NH0
isogroup46383	Q7ZVA0
isogroup46393	P0C1I1
isogroup46395	A3QM97
isogroup46405	P50108
isogroup46415	Q54HX8
isogroup46417	P04352
isogroup46421	Q55G91
isogroup46432	Q5U315
isogroup46434	Q923G5
isogroup46439	Q01063
isogroup46444	Q7RXA6
isogroup46445	Q9I830
isogroup464541	B3PDE5
isogroup46456	P74312
isogroup46458	Q84XI3
isogroup46461	Q9FZ62
isogroup46468	Q93Y38
isogroup46476	Q9H0R3
isogroup46481	Q68FR8
isogroup46483	P31320
isogroup46494	O59790
isogroup465040	Q9UU99
isogroup46514	Q6PI78
isogroup465181	A5A7I8
isogroup465223	P51949
isogroup46529	Q75BY0
isogroup46533	Q9VJE5
isogroup465357	P54353
isogroup465381	Q6ZJJ1
isogroup46541	B4F766
isogroup46544	Q08CG8
isogroup46564	P39843
isogroup46570	Q56YP2
isogroup465767	Q9NJU9
isogroup46577	Q9ZP06
isogroup46579	Q09928
isogroup46582	Q74G02
isogroup46583	Q6NL24
isogroup46598	Q8WXX0
isogroup46617	P24162
isogroup46630	Q8W4I9
isogroup46636	Q66GI4
isogroup46643	Q40609
isogroup46651	Q9PTU3
isogroup46658	P0CE10
isogroup46660	Q4UMH6
isogroup46662	Q8WU67
isogroup466638	Q99MD6
isogroup46667	Q8NFD2
isogroup46679	Q51389
isogroup46706	P9WPJ9
isogroup46707	Q8W4G3
isogroup46714	Q9FFY6
isogroup46725	P58872
isogroup46726	O75521
isogroup46741	Q5BCU8
isogroup46743	Q15029
isogroup46746	Q55403
isogroup46751	Q9ES00
isogroup46755	Q6AYA1
isogroup46775	Q6EX42
isogroup46782	Q15459
isogroup46788	Q13206
isogroup467958	Q63615
isogroup46806	P93025
isogroup46813	O95372
isogroup46814	Q15075
isogroup46816	Q5TYW6
isogroup46818	B7YZV4
isogroup468245	P31967
isogroup468302	Q9DCT1
isogroup46845	O26373
isogroup46847	Q00808
isogroup46856	P96554
isogroup468560	A0A0H3JQ59
isogroup46859	Q9LPX2
isogroup46862	Q9XGM8
isogroup46872	Q4VC12
isogroup46881	P50429
isogroup46891	P43645
isogroup468938	Q1EAF9
isogroup46896	Q9USI5
isogroup46899	B6IS04
isogroup46900	Q28C88
isogroup46902	Q8BKT3
isogroup46912	Q9Y871
isogroup46919	O15865
isogroup46938	A0FKG7
isogroup46941	Q9PFB3
isogroup46948	Q8KZT5
isogroup46962	Q9MAH3
isogroup46966	P33296
isogroup46968	Q9JMC3
isogroup46969	A7RIT9
isogroup46982	Q5ZMS6
isogroup46992	Q6SP97
isogroup470231	Q9QYI7
isogroup47053	P53978
isogroup47058	Q09473
isogroup47065	Q5PR68
isogroup47066	Q5NAY4
isogroup47078	Q7RXA6
isogroup47080	Q38931
isogroup47082	Q96AJ9
isogroup47089	P97445
isogroup47095	Q8W496
isogroup47096	Q96PY6
isogroup47108	Q55AX0
isogroup47115	Q8N0P0
isogroup47118	Q93VG8
isogroup47130	Q9SAR5
isogroup471310	Q39565
isogroup47136	P20902
isogroup47139	P13533
isogroup47140	Q9C9U5
isogroup47142	Q9US03
isogroup47143	P9WPJ9
isogroup471450	Q9FJL0
isogroup47147	Q9D906
isogroup47164	Q9UU99
isogroup47165	P37709
isogroup47167	Q1ZXQ5
isogroup47171	Q56YP2
isogroup471728	P30432
isogroup47175	F4JTS8
isogroup471796	P10872
isogroup47180	A0AUP1
isogroup47184	Q4V9Y0
isogroup47187	Q63524
isogroup47198	Q9H9Q2
isogroup47202	B4UJX6
isogroup47210	P16389
isogroup47215	Q9SA73
isogroup47218	O32210
isogroup47227	Q9LDN0
isogroup47246	P04929
isogroup47248	Q99JH1
isogroup472480	Q8L493
isogroup47256	Q54V96
isogroup47257	Q66HG0
isogroup47264	Q17297
isogroup47265	D4GP30
isogroup47277	Q9VR91
isogroup47285	Q6MEC9
isogroup47298	Q9JKA9
isogroup47301	Q8K2U2
isogroup47320	Q8LG98
isogroup47332	Q63TP8
isogroup47347	Q9LKW9
isogroup47359	Q4U2R1
isogroup47375	R1F493
isogroup47398	Q55DY8
isogroup47402	Q8G6P9
isogroup47407	Q92253
isogroup47409	Q86I06
isogroup47411	P32019
isogroup47413	P37366
isogroup47415	C3M9S7
isogroup47421	Q84QU8
isogroup47423	Q01063
isogroup474231	Q8H4S6
isogroup47425	Q6ATB2
isogroup47432	Q8W566
isogroup47438	O13842
isogroup47444	P78955
isogroup47450	Q54J47
isogroup47462	O43818
isogroup474628	O64530
isogroup47466	Q5U680
isogroup474767	P46313
isogroup47480	Q9C5X3
isogroup47485	P38994
isogroup474899	A3KFF6
isogroup47493	Q5UPD4
isogroup475015	Q9QR71
isogroup47502	Q1RM35
isogroup475023	P53476
isogroup47504	P73387
isogroup47505	D4D4B1
isogroup47509	Q8K3F7
isogroup47514	Q94B65
isogroup47518	Q86AD7
isogroup475186	Q38931
isogroup47520	Q495B1
isogroup47521	Q6DW76
isogroup47529	P16273
isogroup47536	Q55CT0
isogroup47550	A8KBL5
isogroup47563	Q944S2
isogroup47569	P04830
isogroup47579	Q8GCY1
isogroup47593	P07260
isogroup47595	Q8T9S7
isogroup47609	Q9FQ03
isogroup47610	H6TB12
isogroup47616	O32034
isogroup47626	Q29441
isogroup476310	Q8GXX0
isogroup47643	Q29RK4
isogroup47645	A1L1M4
isogroup47654	P18773
isogroup47659	Q6AYY8
isogroup47664	A0A0H2URK1
isogroup47678	Q9SUK9
isogroup47694	P0CP52
isogroup47697	Q52I78
isogroup47714	P0DPD9
isogroup47722	Q54XQ8
isogroup47729	P53844
isogroup47740	B0KTG8
isogroup477510	Q3AZM0
isogroup47799	Q9M7R0
isogroup478059	O13755
isogroup47817	Q10051
isogroup47826	Q55CU8
isogroup478281	Q08B29
isogroup47840	Q3ZBH0
isogroup47883	Q54BM8
isogroup47891	Q9R053
isogroup47896	P05370
isogroup479134	Q42946
isogroup47923	O44017
isogroup47932	Q9C0G6
isogroup47942	Q42371
isogroup47956	Q6NS21
isogroup47961	P58283
isogroup47964	A8QL51
isogroup47971	Q5UNW1
isogroup47976	Q7SXT7
isogroup47984	Q653P0
isogroup47989	A0A084R1J7
isogroup47991	F4J7A7
isogroup47992	O14530
isogroup48001	Q64676
isogroup48006	Q99385
isogroup48018	O15865
isogroup48025	Q8LPJ4
isogroup48039	Q6C9T0
isogroup48047	Q7XJ53
isogroup48055	Q2HWK7
isogroup48057	B5DF91
isogroup48060	P02980
isogroup48071	O34313
isogroup480736	R1CW23
isogroup480737	Q86WI1
isogroup480754	Q920R3
isogroup48082	P55142
isogroup48092	Q94EI9
isogroup48095	P35498
isogroup48098	Q8UVD9
isogroup48130	Q6NQ83
isogroup48137	Q9M1H3
isogroup48142	Q60676
isogroup48165	Q6ETK3
isogroup48169	Q97U96
isogroup48172	Q99JX3
isogroup48178	Q68W49
isogroup48185	Q338P8
isogroup48236	Q8YSU5
isogroup48240	Q8LAD0
isogroup48243	Q641Z6
isogroup48252	Q84K11
isogroup48256	Q54S79
isogroup48265	Q6NLQ6
isogroup48276	P21127
isogroup482995	P86243
isogroup4830	P29750
isogroup48300	P35278
isogroup48309	Q9EQS5
isogroup48325	Q8K0F1
isogroup48344	Q9SIC9
isogroup48362	P40896
isogroup483644	P28023
isogroup48391	Q63472
isogroup48394	Q55GU0
isogroup48414	Q5E9Q1
isogroup48440	Q75A26
isogroup484618	Q8BFP9
isogroup48463	Q8IVS2
isogroup48473	P21158
isogroup48498	O95714
isogroup48501	Q03161
isogroup485087	Q54DP1
isogroup48514	Q5ZKW5
isogroup48523	P26642
isogroup48558	P53684
isogroup48559	Q9VKV8
isogroup48562	Q55774
isogroup485622	Q5RDU4
isogroup485746	Q9MA50
isogroup48586	P29218
isogroup48588	C1A949
isogroup48596	Q5R5N6
isogroup48597	Q7VG06
isogroup486107	Q91784
isogroup48618	Q9KN00
isogroup48619	Q6NZP1
isogroup48625	Q5AM72
isogroup48637	P40433
isogroup48652	Q75VR0
isogroup48661	Q3SWZ7
isogroup48681	Q6TDP4
isogroup486943	Q11083
isogroup486962	Q9S9N1
isogroup48704	Q65XS5
isogroup48705	Q4WU07
isogroup48707	Q55CT5
isogroup48715	Q8SSY6
isogroup48725	D3KCC4
isogroup48727	Q5M974
isogroup48730	Q75M35
isogroup48746	Q7ZX21
isogroup48757	F4HU58
isogroup48761	Q9JKA7
isogroup487639	P87139
isogroup487697	Q6DBN1
isogroup48774	Q9FG59
isogroup487758	B0C424
isogroup48792	Q6TUG0
isogroup48794	Q1QSX1
isogroup48796	Q3KMZ3
isogroup48808	Q8X166
isogroup48811	O13755
isogroup488168	Q55909
isogroup48833	O74467
isogroup48836	Q8VWF5
isogroup48839	Q75JP5
isogroup48847	Q06527
isogroup48852	Q5VYS8
isogroup48859	H3ZPL1
isogroup488609	Q86WI3
isogroup48871	Q9VBP3
isogroup48879	Q4R747
isogroup488804	Q8BHT6
isogroup48886	Q5FWN8
isogroup48892	Q9Y6N1
isogroup48895	O80977
isogroup48900	Q9STS3
isogroup48912	Q0A984
isogroup48930	Q9FUZ2
isogroup48938	O94268
isogroup48943	Q3TX08
isogroup48953	P22292
isogroup48969	Q39027
isogroup48978	Q9UL51
isogroup48984	Q7RAV5
isogroup48997	Q4QQW1
isogroup48998	Q8VDM6
isogroup49010	Q6EPN8
isogroup49021	Q22000
isogroup49025	P83501
isogroup49036	P0DPD7
isogroup49037	P33215
isogroup490427	Q5ZJ56
isogroup49061	Q9SRE0
isogroup49073	Q755C4
isogroup49078	Q3UJK4
isogroup49082	O80685
isogroup49085	Q5R4A6
isogroup490857	Q39610
isogroup49091	Q562C4
isogroup49093	C8VK14
isogroup49108	Q09764
isogroup49125	Q0E2Y1
isogroup49127	Q642A7
isogroup49135	Q8BW96
isogroup49139	Q9CQ46
isogroup49146	Q9FFL1
isogroup491561	Q5F3Z5
isogroup49160	Q3E9C0
isogroup491652	P43510
isogroup49168	P83877
isogroup49172	Q76C99
isogroup49176	Q39593
isogroup492028	C5CAA3
isogroup49203	Q9LSM5
isogroup49211	Q3SX64
isogroup49223	Q9FMX6
isogroup492392	Q9FMC5
isogroup492398	P21334
isogroup49240	P52057
isogroup49247	B6IPQ9
isogroup49248	Q8SSJ5
isogroup49252	P62262
isogroup49253	Q6PFQ7
isogroup492685	Q9ZWT3
isogroup49278	Q5SPC5
isogroup49299	Q5N800
isogroup49318	Q9LGZ2
isogroup49336	B7K4A4
isogroup49354	Q01656
isogroup49375	Q7MGG3
isogroup49395	Q8CG07
isogroup49422	P42525
isogroup49426	P44429
isogroup494398	Q55738
isogroup49445	P15446
isogroup49449	Q8L844
isogroup494522	Q23359
isogroup494557	Q75HE6
isogroup49476	P81760
isogroup49481	Q9SMT7
isogroup49505	Q9SKX5
isogroup495124	Q9VED0
isogroup49519	O95992
isogroup49531	Q9LLY4
isogroup49550	P53844
isogroup49569	Q9TUI8
isogroup49586	Q9C6D3
isogroup49607	Q8RA26
isogroup49651	Q8H2D5
isogroup49660	P9WQE7
isogroup49669	Q93VG8
isogroup49670	Q86TW2
isogroup49692	Q9NUS5
isogroup49711	P11144
isogroup497162	Q5ZKW5
isogroup49724	Q5R6C9
isogroup497330	Q6UPE0
isogroup497477	O68874
isogroup49748	D1ZA70
isogroup49758	Q09830
isogroup49764	P36591
isogroup49768	P02589
isogroup49774	Q9D2C6
isogroup49780	P48598
isogroup49783	B3E1Z4
isogroup49790	Q7RTR2
isogroup49794	Q6GLM5
isogroup49811	A7SKJ3
isogroup49816	Q9FG70
isogroup49846	O23254
isogroup49855	Q8VZ14
isogroup49858	Q8VY63
isogroup49877	O15865
isogroup49883	Q54XC1
isogroup49895	B5X0E4
isogroup49897	Q7XUF4
isogroup49898	P81274
isogroup49927	P9WPJ9
isogroup49944	P96554
isogroup49951	P16157
isogroup499534	Q724J4
isogroup49954	Q94177
isogroup49969	Q7XA78
isogroup49990	P06915
isogroup50003	Q9D2F5
isogroup50012	A4JPG9
isogroup50016	P26882
isogroup50021	Q2R1M8
isogroup50031	P18266
isogroup50056	Q8TBF4
isogroup50058	Q54DK4
isogroup500781	Q61941
isogroup50091	P11976
isogroup50104	P59941
isogroup50112	O76767
isogroup50116	Q9JI90
isogroup50138	P43188
isogroup50181	Q6DFH9
isogroup50220	Q6PB93
isogroup50225	Q96LK0
isogroup50238	Q2YDP8
isogroup50239	Q15149
isogroup50255	Q9VR91
isogroup502558	P49642
isogroup50256	Q9RX51
isogroup50267	P85515
isogroup50278	P11275
isogroup50282	B9GCH9
isogroup50285	Q9FKW4
isogroup50296	P30574
isogroup50309	Q4KM47
isogroup50318	Q9T050
isogroup50324	A4J5U0
isogroup50333	P32583
isogroup50338	Q5RD16
isogroup50347	Q38873
isogroup50355	Q4R5H0
isogroup5036	Q9LJU7
isogroup503781	Q9LFF1
isogroup50392	P54176
isogroup50397	Q9VZJ9
isogroup50403	Q31MD1
isogroup50407	H0YM25
isogroup50410	Q6GN68
isogroup50429	Q80ZA4
isogroup50444	Q8K2A8
isogroup50449	Q936X2
isogroup50459	P08299
isogroup50470	Q9VWP4
isogroup50475	B9U3F2
isogroup50477	Q5A5M7
isogroup50478	P9WPG1
isogroup504817	Q8I4T1
isogroup50506	Q6PA06
isogroup50510	Q95327
isogroup50522	Q86Y91
isogroup505270	B0UXP9
isogroup50554	O89107
isogroup50555	Q9FFZ1
isogroup50565	A5GVG4
isogroup50582	R1G6M4
isogroup50587	Q43199
isogroup505895	O30565
isogroup50613	P19485
isogroup506248	Q3MIR4
isogroup50634	Q9R0D8
isogroup50644	Q9URZ1
isogroup50650	Q18161
isogroup50665	P29694
isogroup50672	P34105
isogroup50674	Q6A1A2
isogroup50684	Q3T078
isogroup50714	Q9D7X1
isogroup50739	Q67XX3
isogroup50770	Q5RKH1
isogroup50783	P87053
isogroup50785	Q3UW12
isogroup50786	Q90515
isogroup50791	Q9S7Q2
isogroup50803	Q9I4V0
isogroup50820	P54569
isogroup508243	Q55EF8
isogroup50826	Q5XJN6
isogroup50854	P48467
isogroup50874	P92947
isogroup50889	Q603G2
isogroup50898	Q08E38
isogroup509021	Q8N283
isogroup50908	P48236
isogroup50916	B9FHF3
isogroup50920	P16157
isogroup50923	Q9VSL7
isogroup50925	Q0IHH9
isogroup50938	Q2NB82
isogroup50944	Q6Q152
isogroup50957	P27808
isogroup50985	Q7RTR2
isogroup50993	Q6DGV1
isogroup50994	Q9ZRD6
isogroup50997	Q00248
isogroup51001	Q7XSQ5
isogroup510140	Q03685
isogroup51027	Q9JLY7
isogroup51033	Q9SR00
isogroup51040	A6BM72
isogroup510424	Q5RJH2
isogroup51099	Q58516
isogroup51105	Q6GPB8
isogroup51113	Q03441
isogroup51116	O81014
isogroup51126	Q49A17
isogroup51137	Q8NEA9
isogroup51146	Q01109
isogroup51159	Q55FM0
isogroup51165	C4L0S9
isogroup51166	P26572
isogroup51168	Q8NB25
isogroup51173	Q8BI79
isogroup51174	Q4G366
isogroup51185	O13842
isogroup51193	Q40298
isogroup51214	A0A0H2URK1
isogroup51219	Q923M0
isogroup51228	Q8N5I4
isogroup51249	Q2XWK0
isogroup51299	Q5EAR5
isogroup513155	Q8CES0
isogroup51316	Q5EAR5
isogroup513213	Q9ZGE2
isogroup51341	Q9UI40
isogroup51355	Q5WHD3
isogroup51359	P53605
isogroup51363	Q0WVK7
isogroup51366	P36586
isogroup51371	P36551
isogroup51380	Q8BGM7
isogroup51392	Q5KTC7
isogroup51397	Q5DWG1
isogroup5140	A4RF35
isogroup51411	Q9FKP1
isogroup51416	P09623
isogroup51422	Q683D5
isogroup51427	Q5U5V2
isogroup51439	V6CIV8
isogroup51442	Q5R7E5
isogroup51444	O35986
isogroup51462	Q8H124
isogroup51477	Q03042
isogroup51485	P16273
isogroup514862	Q5BJJ6
isogroup51492	Q503Y4
isogroup51495	O60884
isogroup51505	Q5UNW1
isogroup51510	A0JP86
isogroup51530	P16157
isogroup51532	P22832
isogroup51539	Q8L5U0
isogroup5154	Q505D1
isogroup51544	Q6JQN1
isogroup51552	Q9RKB5
isogroup51556	Q05AQ3
isogroup51594	P33324
isogroup51604	Q6G5F8
isogroup51605	Q84ME1
isogroup51619	Q0DVX2
isogroup51620	Q7QC84
isogroup51629	Q5RCS8
isogroup51633	P43063
isogroup51634	O82040
isogroup51657	Q84ME1
isogroup51658	Q5R6K5
isogroup51681	Q8LDP4
isogroup51701	Q96S16
isogroup517194	Q4G0P3
isogroup51722	Q7Z5M8
isogroup51730	P10587
isogroup51731	P43333
isogroup51764	Q39054
isogroup51782	O94317
isogroup51786	P12833
isogroup517953	Q16W24
isogroup51800	Q40642
isogroup51802	P58572
isogroup51810	P27482
isogroup51817	A8WE67
isogroup51825	F4IS56
isogroup51834	A4Y8W7
isogroup51861	O15182
isogroup51873	P0CAQ1
isogroup51902	F4JS25
isogroup51904	Q9BV73
isogroup51923	Q08942
isogroup51948	A7HHM9
isogroup51960	Q09296
isogroup519694	Q5FVI9
isogroup51978	P9WK85
isogroup51989	Q0J969
isogroup5199	P10567
isogroup52003	Q948R0
isogroup52009	Q21221
isogroup52010	Q962X9
isogroup52024	Q55G83
isogroup52028	Q9I2Y2
isogroup52030	Q8K582
isogroup52032	Q5ZJ56
isogroup52046	Q05581
isogroup52073	Q8RVL2
isogroup52080	A8GM60
isogroup52094	Q54T05
isogroup52103	Q8CCP0
isogroup52104	O48741
isogroup52110	O08759
isogroup52123	Q9H1I8
isogroup521264	Q8IVB4
isogroup52145	O22151
isogroup52154	Q8C8R3
isogroup52162	Q9W2X7
isogroup52177	G2NFJ9
isogroup52195	Q7ZUC7
isogroup52199	Q5BPL5
isogroup52200	O64642
isogroup52202	Q0IIF0
isogroup52205	Q058N4
isogroup52224	Q9ASX5
isogroup52235	B2RY56
isogroup52239	Q9JLT0
isogroup52250	Q9NZ45
isogroup52288	Q4IR18
isogroup52309	Q6GQN0
isogroup52313	Q7RTR2
isogroup52320	Q05973
isogroup523217	Q551A3
isogroup52334	Q7TPV2
isogroup52375	Q92824
isogroup52384	Q5R614
isogroup523879	Q06572
isogroup52403	Q40301
isogroup52413	Q94AQ6
isogroup52427	Q02280
isogroup52433	Q6AWU6
isogroup524342	Q9SR22
isogroup52443	Q7ZXZ2
isogroup52448	Q5JNB5
isogroup52456	O75355
isogroup52457	Q9EYW9
isogroup524743	Q9FNL2
isogroup52495	P56634
isogroup52504	O74856
isogroup52506	Q8C7E9
isogroup52519	Q7NPV7
isogroup52520	Q01102
isogroup52537	Q91611
isogroup52539	Q642C0
isogroup52542	P51949
isogroup52552	Q96L03
isogroup52565	Q9UBB5
isogroup52566	P41041
isogroup52567	Q6ZFZ4
isogroup52570	Q869Q0
isogroup52573	Q8X239
isogroup525760	P31320
isogroup52580	Q9T042
isogroup52583	Q9SJI8
isogroup52590	P91924
isogroup52597	Q8E9P3
isogroup52623	Q6EQX3
isogroup52627	Q54WR9
isogroup52631	Q08BY5
isogroup52639	Q8CDF7
isogroup52644	Q822R1
isogroup52646	B7KGB7
isogroup52658	Q8L796
isogroup52659	Q58CP2
isogroup52664	Q8VWG7
isogroup52668	Q38896
isogroup52683	Q75BI3
isogroup52706	Q8NKE1
isogroup52712	O78516
isogroup52714	O65001
isogroup52715	Q03043
isogroup52718	Q5VYS8
isogroup52719	P22793
isogroup52732	Q9EPR2
isogroup52782	A8XMW6
isogroup52789	P73313
isogroup52800	Q6ZMN7
